id,origin_id,neighbor_1_id,neighbor_2_id,origin_x,origin_y,neighbor_1_x,neighbor_1_y,neighbor_2_x,neighbor_2_y,theta,radius,centerx,centery,nn_id
3595,12339230671,12339230670,12339250413,-21.9088287,64.11073,-21.9089492,64.1108746,-21.9088044,64.1108834,48.80696545966204,inf,inf,inf,None
3596,12339230671,12339250408,12339250413,-21.9088287,64.11073,-21.908714,64.1105437,-21.9088044,64.1108834,139.37909349200217,inf,inf,inf,None
3597,12339230675,12339230674,12339250413,-21.9087646,64.1109661,-21.908828,64.1109615,-21.9088044,64.1108834,60.15062720716978,inf,inf,inf,None
3598,12339230725,12339230726,12339250407,-21.9078757,64.1121668,-21.9078584,64.1121927,-21.9079102,64.1121423,159.12136000106793,inf,inf,inf,None
3599,12339230726,12339230725,12339230727,-21.9078584,64.1121927,-21.9078757,64.1121668,-21.9078569,64.1122198,149.4270325689382,inf,inf,inf,None
3600,12339230727,12339230726,12339230728,-21.9078569,64.1122198,-21.9078584,64.1121927,-21.9078712,64.1122461,148.2977939097238,inf,inf,inf,None
3601,12339230728,12339230727,12339275228,-21.9078712,64.1122461,-21.9078569,64.1122198,-21.9079103,64.1122755,155.47425615641393,inf,inf,inf,None
3602,12339230729,12339230730,12339230744,-21.9056981,64.1104294,-21.9056957,64.1103292,-21.9052775,64.1104192,87.23869669187845,inf,inf,inf,None
3603,12339230729,12339230730,12339270103,-21.9056981,64.1104294,-21.9056957,64.1103292,-21.9060544,64.1104454,93.94328728628362,inf,inf,inf,None
3604,12339230732,12339230731,12339230733,-21.9056921,64.1102266,-21.9056951,64.110253,-21.9056623,64.1101806,153.5468544985246,inf,inf,inf,None
3605,12339230743,12339230742,12339230801,-21.9036162,64.1085977,-21.9040373,64.1089157,-21.903563,64.1086166,123.38292136182947,inf,inf,inf,None
3606,12339230743,12339230758,12339230801,-21.9036162,64.1085977,-21.9032531,64.1083034,-21.903563,64.1086166,58.58372776144925,inf,inf,inf,None
3607,12339230751,12339230750,12339230761,-21.9039805,64.1075506,-21.9040551,64.1075446,-21.9039173,64.1074996,136.49944656275673,inf,inf,inf,None
3608,12339230751,12339230753,12339230761,-21.9039805,64.1075506,-21.9035828,64.1075828,-21.9039173,64.1074996,43.53109929430664,inf,inf,inf,None
3609,12339230752,12339230753,12339230754,-21.9024733,64.1076727,-21.9035828,64.1075828,-21.9024843,64.1076988,71.77913353539954,inf,inf,inf,None
3610,12339230752,12339230754,12339230759,-21.9024733,64.1076727,-21.9024843,64.1076988,-21.9013278,64.1077666,108.1670537428109,inf,inf,inf,None
3611,12339230760,12339230759,12339230776,-21.9005971,64.1078265,-21.9013278,64.1077666,-21.9005883,64.1077891,98.55410933053692,inf,inf,inf,None
3612,12339230760,12339230776,12339230779,-21.9005971,64.1078265,-21.9005883,64.1077891,-21.9004057,64.1078429,81.65687443000515,inf,inf,inf,None
